char,pron
打大赤腳,da3 tai4 cak5 giok5
打個響指,da3 go4 hiong3 zi3
打光棍,da3 gong1 gun4
打橫來講,da3 vang2 loi2 gong3
打橫寫,da3 vang2 sia3
打折頭,da3 ziet5 teu2
大埔仔,tai4 bu4 zai3
大廈將傾,tai4 ha4 ziong1 kin1
大嶺,tai4 liang1
大蛇灣,tai4 sa2 van1
淡光,tam4 gong1
單車泵,dan1 ca1 bam1
丹毒,dan1 tuk6
單行線,dan1 hang2 sien4
抵命,dai3 miang4
爹核士街,dia1 het6 su4 gai1
對流層頂,dui4 liu2 cen2 dang3
敦刻爾克,dun1 ket5 li3 ket5
點金成鐵,diam3 gim1 sin2 tiet5
典下典下,dien3 ha4 dien3 ha4
捵下捵下,dien3 ha4 dien3 ha4
電震,tien4 zin3
丁字形,den1 su4 hin2
鼎食,din3 sit6
頂肚餓,din3 du3 ngo4
定襄,tin4 siong1
雕刻家,diau1 ket5 ga1
吊車尾,diau4 ca1 mui1
多愁多病,do1 siu2 do1 piang4
啄尾,dok5 mui1
都應當,du1 yin1 dong1
都市傳奇,du1 si1 con4 ki2
賭番攤,du3 fan1 tan1
倒奶,dau3 lai1
倒帳,dau3 zong4
倒栽葱,dau3 zai1 cung1
讀破,tuk6 po4
斷代史,ton4 toi4 su3
奪命四式,tot6 min4 si4 sit5
番麥,fan1 mak6
反共宣傳,fan3 kiung4 sien1 con2
反射療法,fan3 sa4 liau2 fap5
拂掃,fut5 sau4
剖解,peu3 gai3
浮漂,feu2 piau1
非黨人士,fui1 dong3 ngin2 su4
科士街,ko1 su4 gai1
火暴,fo3 pau4
方解石,fong1 gai3 sak6
防血凝,fong2 hiet5 ngien2
夫妻臉,fu1 ci1 liam3
桴鼓相應,fu1 gu3 siong1 yin4
虎踞龍蟠,fu3 gi4 lung2 pan2
俯仰之間,fu3 ngiong1 zu1 gan1
富邦銀行,fu4 bong1 ngiun2 hong2
負重擔,fu4 cung1 dam4
附屬學校,fu4 suk6 hok6 gau3
傅自應,fu4 cu4 yin4
伏罪,fuk6 cui4
復轉,fuk6 zon3
封頂儀式,fung1 dang3 ngi2 sit5
解乏,gai3 fat6
監門,gam1 mun2
監平監賤,gam4 piang2 gam4 cien4
交通擁擠,gau1 tung1 yung3 zi4
交通圖,gau1 tung1 tu2
交換價值,gau1 von4 ga4 cit6
校驗碼,gau4 ngiam4 ma1
金戈鐵馬,gim1 go1 tiet5 ma1
撳鐘仔,kim4 zung1 zai3
近乎同步,kiun4 fu2 tung2 pu4
急救知識,gip5 giu4 zi4 sit5
九下,giu3 ha4
基新中學,gi1 sin1 zung1 hok6
舉着,gi3 cok6
兼讀制,giam1 tuk6 zi4
堅貞不屈,gien1 zin1 but5 kiut5
驚喜若狂,gin1 hi3 yok6 kong2
驚恐萬狀,gin1 kiung3 man4 cong4
京士頓,gin1 su4 un4
警備車,gin3 pi4 ca1
結構體,giet5 geu4 ti3
結為一體,giet5 vui2 yit5 ti3
傑西卡,kiet6 si1 ka1
個體經濟,go4 ti3 gin1 zi4
高山道,gau1 san1 tau4
孤獨精,gu1 tuk6 zin1
顧美華,gu4 mui1 fa2
觀塘泳池,gon1 tong2 yun3 ci2
關東地震,gan1 dung1 ti4 zin3
貴姓名,gui4 siang4 min2
均攤,giun1 tan1
國富兵強,get5 fu4 bin1 kiong2
光波長,gong1 bo1 cong2
光瓦,gong1 nga3
喊濕,ham4 sip5
坑仔,hang1 zai3
校章,gau3 zong1
吭氣,hang1 hi4
行政部長,hang2 zin4 pu4 zong3
合成數,hap6 sin2 su4
乞降,ket5 gong4
核轟炸,het6 gen1 za4
核轟炸機,het6 gen1 za4 gi1
核能源,het6 len2 ngien2
核黃素,het6 vong2 su4
後端,heu4 don1
後搖滾,heu4 yau2 gun3
後涼,heu4 liong2
後魏,heu4 ngui4
后羿射日,heu4 ngi4 sa4 ngit5
後生遙遙,heu4 sang1 yau2 yau2
喜見樂聞,hi3 gien4 lok6 vun2
氣貫長虹,hi4 gon4 cong2 fung2
氣體擴散,hi4 ti3 kok5 san4
吃啞巴虧,ket5 a3 ba1 kui1
吃大户,ket5 tai4 fu4
虛應了事,hi1 yin4 liau3 su4
險遭毒手,hiam3 zau1 tuk6 siu3
興義,hin1 ngi4
興利除弊,hin1 li4 cu2 bi4
興華街,hin1 fa2 gai1
可馬陶,ko3 ma1 tau2
可視電話,ko3 si4 tien4 va4
荷重,ho4 cung1
香草精,hiong1 cau3 zin1
香葉道,hiong1 yap6 tau4
學有所成,hok6 yiu1 so3 sin2
學務處,hok6 vu4 cu4
看風使舵,kon4 fung1 su3 to4
項上人頭,hong4 song4 ngin2 teu2
好彩數,hau3 cai3 su4
好頸,hau3 giang3
好人士,hau3 ngin2 su4
好宜家,hau3 li2 ga1
好飲好食,hau4 yim3 hau4 sit6
紅磡繞道,fung2 ham4 ngiau3 tau4
紅心番薯,fung2 sim1 fan1 su2
血塞,hiet5 set5
人頭蛇身,ngin2 teu2 sa2 sin1
入屋鋪,ngip6 vuk5 pu4
一兩滴,yit5 liong1 tit6
一兩段,yit5 liong1 ton4
一兩塊,yit5 liong1 kai4
一炮打響,yit5 pau4 da3 hiong3
一身腥,yit5 sin1 siang1
日租卡,ngit5 zu1 ka1
幽魂不散,yiu1 fun2 but5 san4
由近而遠,yiu2 kiun4 yi2 yen3
有部車,yiu1 pu4 ca1
又靚又叻,yiu4 liang4 yiu4 liak6
右上方,yiu4 song4 fong1
釉陶,yiu4 tau2
意中事,yi4 zung1 su4
疑難問題,ngi2 lan2 mun4 ti2
以心為心,yi1 sim1 vui2 sim1
易受攻擊,yi4 siu4 gung1 git5
易接近,yi4 ziap5 kiun4
驗證下,ngiam4 zin4 ha4
研缽,ngan3 bat5
言行如一,ngien2 hang2 yi2 yit5
映山紅,yang3 san1 fung2
熱核反應,ngiet6 het6 fan3 yin4
熱核武器,ngiet6 het6 vu1 hi4
腰間盤,yau1 gan1 pan2
繞彎,ngiau3 van1
要言不煩,yau4 ngien2 but5 fan2
遙觀,yau2 gon1
仰韶,ngiong1 sau2
毓華里,yuk5 fa2 li1
雍容大度,yung1 yung2 tai4 tu4
用户羣,yung4 fu4 kiun2
俞正聲,yi2 zin4 sang1
軟坐,ngion1 co4
卡拉奇,ka1 lai1 ki2
靠背椅,kau4 boi4 yi3
襟度,kim1 tu4
奇能異士,ki2 len2 yi4 su4
乾陵,kien2 lin2
瓊結,kiun2 giet5
翹望,kiau2 mong4
強制令,kiong3 zi4 lin4
窮奢極欲,kiung2 ca1 kit6 yuk6
窘相,kiun3 siong4
困惑不解,kun4 fet6 but5 gai3
狂頂,kong2 din3
狂飲暴食,kong2 yim3 pau4 sit6
拉車邊,lai1 ca1 bien1
癩皮,lai4 pi2
林新強,lim2 sin1 kiong2
林偉強,lim2 vui3 kiong2
褸幽,leu1 yiu1
嘍打,leu4 da3
硫胺素,liu2 on1 su4
李鐵拐,li3 tiet5 gai3
利興街,li4 hin1 gai1
利樂包,li4 lok6 bau1
旅行裝,li3 hang2 zong1
卵圓形,lon3 yen2 hin2
臉都綠了,liam3 du1 luk6 liau3
臉厚,liam3 heu4
聊表寸心,liau2 biau3 cun4 sim1
螺絲鑽,lo2 su1 zon4
梁省德,liong2 sin3 det5
兩對鞋,liong1 dui4 hai2
兩虎相鬥,liong1 fu3 siong1 deu4
兩公孫,liong1 gung1 sun1
兩撇鬚,liong1 piet5 si1
兩三套,liong1 sam1 tau4
兩兆,liong1 cau4
兩户,liong1 fu4
落膊,lok6 bok5
浪茄灣,long4 kio2 van1
撈雞,lau1 gai1
撈一票,lau1 yit5 piau4
盧瓦爾河,lu2 nga3 li3 ho2
碌下碌下,luk5 ha4 luk5 ha4
六百八十,luk5 bak5 bat5 sip6
六百一十,luk5 bak5 yit5 sip6
氯丁橡膠,luk6 den1 siong4 gau1
六顆,luk5 ko3
六掛,luk5 ga4
六艘,luk5 seu3
六扇,luk5 sien4
六套,luk5 tau4
孖吉,ma1 git5
漫應,man4 yin4
敏感物質,men3 gam3 vut6 zit5
味覺遲鈍,mui4 gok5 ci2 tun4
鳴冤叫屈,min2 yen1 giau4 kiut5
名聲遠播,min2 sang1 yen3 bo4
摩爾門經,mo2 li3 mun2 gin1
望而興歎,mong4 yi2 hin1 tan4
無核區,vu2 het6 ki1
摹畫,mo2 vak6
母難日,mu1 lan4 ngit5
木瓜鮮奶,muk5 ga1 sien1 lai1
滿滿當當,man1 man1 dong1 dong1
滿州鄉,man1 ziu1 hiong1
哪間,lai4 gan1
南角道,lam2 gok5 tau4
泥瓦匠,lai2 nga3 siong4
凹凸形,ngiap5 tut6 hin2
凹面鏡,ngiap5 mien4 giang4
彌縫,li2 fung2
五嶺,ng3 liang1
牙釉質,nga2 yiu4 zit5
雅翔道,nga3 siong2 tau4
鵝仔,ngo2 zai3
外事處,ngoi4 su4 cu4
戇居佬,ngong4 gi1 lau3
拈香,ngiam1 hiong1
惡意代碼,ok5 yi4 toi4 ma1
惡神,ok5 sin2
惡濁,ok5 cuk6
拋倒,pau1 dau3
披肝瀝膽,pi1 gon1 lit6 dam3
拼死拼活,pin4 si3 pin4 fat6
破讀,po4 tuk6
鋪首,pu1 siu3
潘兆平,pan1 cau4 pin2
三茶六飯,sam1 ca2 luk5 fan4
三角板,sam1 gok5 ban3
三両,sam1 liong3
三心二意,sam1 sim1 ngi4 yi4
三十六萬,sam1 sip6 luk5 man4
三頭兩日,sam1 teu2 liong1 ngit5
三維電影,sam1 vui2 tien4 yang3
山水相連,san1 sui3 siong1 lien2
散逸,san4 yit6
薩斯卡通,sat5 su1 ka1 tung1
西摩道,si1 mo2 tau4
洗滌靈,se3 tit6 lin2
心電感應,sim1 tien4 gam3 yin4
新愁舊恨,sin1 siu2 kiu4 hen4
晨昏定省,sin2 fun1 tin4 sin3
神經大條,sin2 gin1 tai4 tiau2
濕毒,sip5 tuk6
十六億,sip6 luk5 yi4
十字轉門,sip6 su4 zon4 mun2
失墜,sit5 cui4
收斂鋒芒,siu1 liam3 fung1 mong2
首尾相接,siu3 mui1 siong1 ziap5
秀明道,siu4 min2 tau4
仇外心理,siu2 ngoi4 sim1 li1
寫意畫,sia3 yi4 fa4
卸磨殺驢,sia4 mo2 sat5 li2
蛇鵰,sa2 diau1
社交語言,sa1 gau1 ngi1 ngien2
射釘槍,sa4 dang1 ciong1
死不要臉,si3 but5 yau4 liam3
四格漫畫,si4 gak5 man4 fa4
四三八,si4 sam1 bat5
水上摩托,sui3 song4 mo2 tok5
瞬息之間,sun4 sit5 zu1 gan1
史納莎,su3 lap6 sa1
史瓦帝尼,su3 nga3 di4 li2
士敏土,su4 men3 tu3
視神經盤,si4 sin2 gin1 pan2
食肉寢皮,sit6 ngiuk5 cim3 pi2
食物網,sit6 vut6 miong3
食評家,sit6 pin2 ga1
食屎屙飯,sit6 si3 o1 fan4
食屎痾飯,sit6 si3 o1 fan4
鮮啤酒,sien1 bia1 ziu3
成千成萬,sin2 cien1 sin2 man4
乘方,sin2 fong1
成身蟻,sin2 sin1 li1
蕭偉強,siau1 vui3 kiong2
小道新聞,siau3 tau4 sin1 vun2
小瀝源路,siau3 lit6 ngien2 lu4
小相公,siau3 siong4 gung1
小蘇打粉,siau3 su1 da3 fun3
疏散措施,so1 san4 cu4 si1
常青藤,song2 ciang1 ten2
上齒,song4 ci3
上鄉道,song4 hiong1 tau4
上饒,song4 ngiau2
塑膠車,su4 gau1 ca1
數件,su4 kien4
數量詞,su4 liong4 cu2
數量級,su4 liong4 kip5
素面朝天,su4 mien4 cau2 tien1
數載,su4 zai3
宿處,suk5 cu4
縮番條槓,suk5 fan1 tiau2 gong4
損耗量,sun3 hau4 liong4
旋流,sien2 liu2
旋轉燈,sien2 zon3 den1
雪地車,siet5 ti4 ca1
譚公道,tam2 gung1 tau4
譚臣道,tam2 sin2 tau4
攤黃菜,tan1 vong2 coi4
碳排放量,tan4 pai2 fong4 liong2
歎惜,tan4 sit5
褪車,tun4 ca1
透視畫,teu4 si4 fa4
投影儀,teu2 yang3 ngi2
投影圖,teu2 yang3 tu2
推究,tui1 giu4
推挽,tui1 van3
天庭飽滿,tien1 tin2 bau3 man1
鐵板牛柳,tiet5 ban3 ngiu2 liu3
調訓,tiau2 hiun4
調弄,tiau2 lung4
湯武革命,tong1 vu1 gak5 min4
唐中宗,tong2 zung1 zung1
討平,tau3 pin2
徒手畫,tu2 siu3 fa4
肚皮打鼓,du3 pi2 da3 gu3
通用拼音,tung1 yung4 pin4 yim1
銅鑼灣道,tung2 lo2 van1 tau4
華翰,fa2 hon4
華英中學,fa2 yin1 zung1 hok6
畫地自限,vak6 ti4 cu4 han4
橫結腸,vang2 giet5 cong2
挖穴,vat5 hiet6
為之一新,vui2 zu1 yit5 sin1
宏照道,fen2 zau4 tau4
屈地街,kiut5 ti4 gai1
永樂街,yun1 lok6 gai1
黃大仙道,vong2 tai4 sien1 tau4
王士禛,vong2 su4 zin1
黃紙兄弟,vong2 zi3 hiung1 ti4
黃朝百晏,vong2 zau1 bak5 an4
黃朝八晏,vong2 zau1 bat5 an4
烏語,vu1 ngi1
怙惡不悛,fu4 ok5 but5 cien1
偎傍,voi1 pong4
匯差,fui4 ca1
彙總,fui4 zung3
活便,fat6 pien4
齋校,zai1 gau3
債户,zai4 fu4
擇交,cak6 gau1
翟理斯,cak6 li1 su1
集中器,sip6 zung1 hi4
針鼻削鐵,zim1 pi4 siok5 tiet5
震旦鴉雀,zin3 dan4 a1 ziok5
震悚,zin3 sung3
曾大屋,zen1 tai4 vuk5
爭強好勝,zang1 kiong2 hau4 sin4
曾肇添,zen1 sau4 tiam1
執行令,zip5 hang2 lin4
質低個價,zit5 dai1 go4 ga4
質難,zit5 lan2
晝短夜長,ziu4 don3 ya4 cong2
追車尾,zui1 ca1 mui1
椎心泣血,zui1 sim1 kip5 hiet5
聚齊,ci4 ce2
墜火,cui4 fo3
恣情,zu3 cin2
自覺自願,cu4 gok5 cu4 ngien4
自強自立,cu4 kiong2 cu4 lip6
即刻收聲,zit5 ket5 siu1 sang1
精密陶瓷,zin1 mit6 tau2 cu2
精辟,zin1 pit5
正然,zin4 yen2
正六邊形,zin4 luk5 bien1 hin2
正三角形,zin4 sam1 gok5 hin2
政委會,zin4 vui1 fui4
褶曲,zap5 kiuk5
趙中,cau4 zung1
左右兩難,zo3 yiu4 liong1 lan2
着紅鞋,zok5 fung2 hai2
着手於,cok6 siu3 yi1
着重點,cok6 cung4 diam3
載重能力,zoi4 cung1 len2 lit6
再三再四,zai4 sam1 zai4 si4
裝載量,zong1 zoi4 liong4
竹園道,zuk5 yen2 tau4
粥少僧多,zuk5 sau3 sen1 do1
中古史,zung1 gu3 su3
中國文明,zung1 get5 vun2 min2
中印半島,zung1 yin4 ban4 dau3
縱紋,zung1 vun2
中上等,zung1 song4 den3
中上階級,zung1 song4 gai1 kip5
中體西用,zung1 ti3 si1 yung4
中圍,zung1 vui2
中中挺挺,zung1 zung1 tin3 tin3
諸事精,zu1 su4 zin1
轉向燈,zon3 hiong4 den1
轉車台,zon4 ca1 toi2
啜面珠,zot5 mien4 zu1
攝親,ngiap5 cin1
版刻,ban3 kat5
避風處,pi4 fung1 cu3
補處,bu3 cu3
補票處,bu3 piau4 cu3
處理垃圾,cu3 li1 lap5 sap5
廢物處理,fui4 vut6 cu3 li1
經銷處,gin1 siau1 cu3
刻骨相思,kat5 gut5 siong1 su1
與人相處,yi1 ngin2 siong4 cu3
信號處理,sin4 hau4 cu3 li1
少刻,sau3 kat5
蹲伏,cun2 fuk6
朋比為奸,pen2 bi3 vui2 gan1
捐褲襠,gien1 fu4 dong1
坐蓮,co1 lien2
坐蓮,co4 lien2
押當,ap5 dong4
拗橫,au3 vang2
矮小精悍,ai3 siau3 zin1 hon4
暗經,am4 gin1
暗香疏影,am4 hiong1 so1 yang3
百分制,bak5 fun4 zi4
百煉成鋼,bak5 lien4 sin2 gong4
白行簡,pak6 hang2 gan3
版刻,ban3 ket5
八打,bat5 da1
八十六,bat5 sip6 luk5
飽到嘔,bau3 dau4 iu3
跛腳了哥,bai1 giok5 liau3 go1
閉結,bi4 giet5
笨雞,bun4 gai1
不定冠詞,but5 tin4 gon4 cu2
不定式,but5 tin4 sit5
不經一事,but5 gin1 yit5 su4
避風處,pi4 fung1 cu4
邊界層,bien1 gai4 cen2
貶降,bien3 gong4
便祕,pien4 bi4
便門,pien4 mun2
冰消瓦解,ben1 siau1 nga3 gai3
冰磧,ben1 zit5
必有重謝,bit5 yiu1 cung1 cia4
扑傻瓜,bok6 so2 ga1
博興縣,bok5 hin1 yen4
博覽道東,bok5 lam4 tau4 dung1
博聞強識,bok5 vun2 kiong2 sit5
駁正,bok5 zin4
補處,bu3 cu4
寶靈街,bau3 lin2 gai1
補票處,bu3 piau4 cu4
寶湖道,bau3 fu2 tau4
保真度,bau3 zin1 tu4
布格仔路,bu4 gak5 zai3 lu4
步話機,pu4 va4 gi1
搬用,ban1 yung4
半驚半喜,ban4 gin1 ban4 hi3
胖墩墩,pan4 dun1 dun1
伴熱,pan4 ngiet6
撥轉,pat5 zon3
叉滿電,ca1 man1 tien4
茶餘酒後,ca2 yi2 ziu3 heu4
參觀團體,cam1 gon1 ton2 ti3
慘毒,cam3 tuk6
慘遭毒害,cam3 zau1 tuk6 hoi4
殘兵敗將,can2 bin1 pai4 ziong4
撐拒,cang4 ki3
齊齊哈爾,ce2 ce2 hap6 li3
齊大非偶,ce2 tai4 fui1 ngeu3
齊家文化,ce2 ga1 vun2 fa4
襯家兩免,cin4 ga1 liong1 men1
趁興,cin4 hin4
層巒疊嶂,cen2 lan2 tiap6 zong4
七重奏,cit5 cung2 zeu4
酬應,ciu2 yin4
隨風倒,sui2 fung1 dau3
除惡務盡,cu2 ok5 vu4 cin4
春花落,cun1 fa1 lok6
持平之論,ci2 pin2 zu1 lun4
似到極,su4 dau4 kit6
千多名,cien1 do1 min2
千金要方,cien1 gim1 yau4 fong1
千載一時,cien1 zai3 yit5 si2
前兩晚,cien2 liong1 man1
青蛙公主,ciang1 va1 gung1 zu3
青酒,ciang1 ziu3
懲惡揚善,cin2 ok5 yong2 sen4
切磋琢磨,ciet5 co1 dok5 mo2
超過限度,cau1 go4 han4 tu4
瞧着辦,ziau2 cok6 pan4
坐穩車,co1 vun3 ca1
長春市,cong2 cun1 si1
長吁短歎,cong2 hi1 don3 tan4
長命雨,cong2 miang4 yi3
長命富貴,cong2 min4 fu4 gui4
長洲警署,cong2 ziu1 gin3 su4
長咀,cong2 zu3
彩興路,cai3 hin1 lu4
採種,cai3 zung4
創興廣場,cong3 hin1 gong3 cong2
牀上用品,cong2 song4 yung4 pin3
草墊,cau3 tiap6
充車,cung1 ca1
沖積層,cung1 zit5 cen2
從諫如流,cung2 gan4 yi2 liu2
從句,cung2 gi4
從有到無,cung2 yiu1 dau4 vu2
從嚴辦理,cung2 ngiam2 pan4 li1
重華路,cung2 fa2 lu4
重音節,cung1 yim1 ziet5
重晶石,cung1 zin1 sak6
穿着講究,con1 zok5 gong3 giu4
傳寄,con2 gi4
傳輸模式,con2 su1 mu2 sit5
泉華,can2 fa2
打地氣,da3 ti4 hi4
打孔器,da3 kung3 hi4
打嚏噴,da3 ti4 pun4
打剔,da3 tit5
打通關,da3 tung1 gan1
打橫打掂,da3 vang2 da3 tiam4
打側坐,da3 zet5 co1
大家好做,tai4 ga1 hau3 zo4
大角咀道,tai4 gok5 zu3 tau4
大齡青年,tai4 lin2 ciang1 ngien2
大撈家,tai4 lau1 ga1
大陸漂移,tai4 luk6 piau1 yi2
大西庇阿,tai4 si1 bi4 o1
大圍道,tai4 vui2 tau4
大烏鴉,tai4 vu1 a1
擔幡,dam1 fan1
擔高頭,dam1 gau1 teu2
淡泊明志,tam4 pok6 min2 zi4
搭伴,dap5 pan4
搭坐,dap5 co4
踏腳板,tap6 giok5 ban3
踏勘,tap6 kam4
低波行駛,dai1 bo1 hang2 su3
第六感覺,ti4 luk5 gam3 gok5
第三張圖,ti4 sam1 zong1 tu2
弟嫂,ti4 sau3
德興街,det5 hin1 gai1
登革病毒,den1 gak5 piang4 tuk6
戥番勻,ten4 fan1 yun2
兜車,deu1 ca1
地祇,ti4 ki2
釘上釘,dang1 song4 dang1
滴蟲病,tit6 cung2 piang4
滴水成冰,tit6 sui3 sin2 ben1
點名羞辱,diam3 miang2 siu1 yuk6
點心車,diam3 sim1 ca1
丁亥,den1 hoi4
丁型肝炎,den1 hin2 gon1 yam2
丁薛祥,den1 siet5 siong2
頂補,din3 bu3
頂擋,din3 dong3
頂謝,din3 cia4
頂趾鞋,din3 zi3 hai2
定高一點,tin4 gau1 yit5 diam3
多邊協定,do1 bien1 hiap6 tin4
多重選擇,do1 cung2 sien3 cak6
多退少補,do1 tui4 sau3 bu3
躲難,do3 lan4
蕩平,tong4 pin2
嘟嘟響,du1 du1 hiong3
倒換,dau3 von4
倒褪,dau4 tun4
道光帝,tau4 gong1 di4
毒蕈,tuk6 cim3
讀音錯誤,tuk6 yim1 co4 ngu4
斷乎,ton4 fu2
斷瓦殘垣,ton4 nga3 can2 yen2
花墟道,fa1 hi1 tau4
番鬼仔,fan1 gui3 zai3
反正一樣,fan3 zin4 yit5 yong4
樊少皇,fan2 sau4 fong2
繁華街,fan2 fa2 gai1
琺琅質,fap5 long2 zit5
法相宗,fap5 siong4 zung1
佛要金裝,fut6 yau4 gim1 zong1
非核國家,fui1 het6 get5 ga1
科爾多瓦,ko1 li3 do1 nga3
棵棵,ko1 ko1
荒唐無稽,fong1 tong2 vu2 ki1
副腎,fu4 sin4
赴難,fu4 lan4
附屬小學,fu4 suk6 siau3 hok6
輻射熱,fuk5 sa4 ngiet6
輻射狀,fuk5 sa4 cong4
鋒芒內斂,fung1 mong2 lui4 liam3
縫住,fung2 cu4
家僮,ga1 tung2
街邊小食,gai1 bien1 siau3 sit6
街頭小食,gai1 teu2 siau3 sit6
減低速度,gam3 dai1 suk5 tu4
監粗來,gam4 cu1 loi2
監平賣,gam4 piang2 mai4
簡易棚,gan3 yi4 pang2
簡要介紹,gan3 yau4 gai4 sau2
間壁,gan4 biak5
交叉運球,gau1 ca1 yun4 kiu2
交契,gau1 ke4
交換技術,gau1 von4 ki3 sut6
雞心柿,gai1 sim1 se2
金朝陽,gim1 cau2 yong2
甘油三脂,gam1 yiu2 sam1 zi1
金牌打仔,gim1 pai2 da3 zai3
金屬鍵,gim1 suk6 kien4
感荷,gam3 ho4
更番,gang1 fan1
更唔更新,gang1 m1 gang1 sin1
急人之難,gip5 ngin2 zu1 lan2
九九乘法,giu3 giu3 sin2 fap5
九行,giu3 hong2
九龍城道,giu3 lung2 sang2 tau4
救命圈,giu4 miang4 kien1
基本詞彙,gi1 bun3 cu2 fui4
寄名,gi4 miang2
芰荷,ki3 ho2
居合道,gi1 hap6 tau4
極簡主義,kit6 gan3 zu3 ngi4
極晝,kit6 ziu4
極軸,kit6 cuk6
儉省,kiam4 sen3
經久不衰,gin1 giu3 but5 soi1
驚怯,gin1 kiap5
經信委,gin1 sin4 vui1
京士頓街,gin1 su4 un4 gai1
經銷處,gin1 siau1 cu4
經緯儀,gin1 vui3 ngi2
結恭,giet5 giung1
結核菌素,giet5 het6 kiun3 su4
結繩記事,giet5 sin2 gi4 su4
叫唆,giau4 so1
哥打巴魯,go1 da3 ba1 lu1
蓋層,goi4 cen2
乾蒸牛肉,gon1 zin1 ngiu2 ngiuk5
缸瓦甫路,gong1 nga3 pu3 lu4
割荷包,got5 ho2 bau1
高麗王朝,gau1 li4 vong2 cau2
固定詞組,gu4 tin4 cu2 zu3
焗油機,kiuk6 yiu2 gi1
局中局,kiuk6 zung1 kiuk6
觀選,gon1 sien3
宮調,giung1 tiau4
功成不居,gung1 sin2 but5 gi1
供狀,giung1 cong4
怪誕不經,gai4 dan4 but5 gin1
龜背灣,gui1 boi4 van1
貴遠賤近,gui4 yen3 cien4 kiun4
櫃桶仔,kui4 tung3 zai3
過渡金屬,go4 tu4 gim1 suk6
光感應,gong1 gam3 yin4
光二極管,gong1 ngi4 kit6 gon3
卷層雲,gien3 cen2 yun2
霞霧,ha2 vu4
客觀真理,hak5 gon1 zin1 li1
客户應用,hak5 fu4 yin4 yung4
鹹澀,ham2 sep5
鹹乾花生,ham2 gon1 fa1 sang1
涵攝,ham2 ngiap5
限載人數,han4 zoi4 ngin2 su4
黑不溜秋,het5 but5 liu4 ciu1
刻骨相思,ket5 gut5 siong1 su1
坎肩,kam3 gien1
崁頂,kam4 din3
恨海難填,hen4 hoi3 lan2 tien2
合唔合適,hap6 m1 hap6 sit5
合成法,hap6 sin2 fap5
合成體,hap6 sin2 ti3
核對峙,het6 dui4 si4
核工業部,het6 gung1 ngiap6 pu4
核型,het6 hin2
核熱,het6 ngiet6
核物理,het6 vut6 li1
核門檻,het6 mun2 kiam1
侯王道,heu2 vong2 tau4
後車軸,heu4 ca1 cuk6
後擋板,heu4 dong3 ban3
後鑊,heu4 vok6
氣度恢宏,hi4 tu4 foi1 fen2
氣質佳,hi4 zit5 ga1
氣象巴打,hi4 siong4 ba1 da3
吃不住,ket5 but5 cu4
興滅繼絕,hin1 miet6 gi4 ciet6
興城,hin1 sang2
囂張氣焰,hiau1 zong1 hi4 yam4
荷包仔,ho2 bau1 zai3
河內道,ho2 lui4 tau4
海底撈針,hoi3 dai3 leu2 zim1
海庭道,hoi3 tin2 tau4
看不中,kon4 but5 zung1
看得中,kon4 det5 zung1
慷慨輸將,kong3 koi4 su1 ziong1
行輩,hong2 bui4
好辯駁,hau3 pien4 bok5
好當家,hau3 dong1 ga1
好衣食,hau3 yi1 sit6
好茅,hau3 mau2
好眼界,hau3 ngan3 gai4
紅豆相思,fung2 teu4 siong1 su1
熊腰虎背,yung2 yau1 fu3 boi4
鴻雁傳書,fung2 ngan4 con2 su1
血親復仇,hiet5 cin1 fuk6 siu2
血流漂杵,hiet5 liu2 piau1 cu3
淫畫,yim2 fa4
因人成事,yin1 ngin2 sin2 su4
印度鬼椒,yin4 tu4 gui3 ziau1
人為土,ngin2 vui2 tu3
一驚一乍,yit5 gin1 yit5 za4
一貫道,yit5 gon4 tau4
一日三秋,yit5 ngit5 sam1 ciu1
一雨成秋,yit5 yi3 sin2 ciu1
一兩杯,yit5 liong1 bui1
一兩拳,yit5 liong1 kien2
一面之交,yit5 mien4 zu1 gau1
一命歸西,yit5 min4 gui1 si1
一心向上,yit5 sim1 hiong4 song4
幽咽,yiu1 yet5
優勝獎,yiu2 sin4 ziong3
由表及裏,yiu2 biau3 kip6 li1
游興,yiu2 hin4
由天而降,yiu2 tien1 yi2 gong4
有緊要事,yiu1 gin3 yau4 su4
有隙可乘,yiu1 hit5 ko3 sin2
有兩道,yiu1 liong1 tau4
有聲讀物,yiu1 sang1 tuk6 vut6
夜行軍,ya4 hang2 giun1
衣食無虞,yi1 sit6 vu2 ngi2
怡成坊,yi2 sin2 fong2
以本人名,yi1 bun3 ngin2 min2
以後大把,yi1 heu4 tai4 ba3
耳仔郁,ngi3 zai3 yuk5
逆行倒施,ngiak6 hang2 dau3 si1
驛馬車,yit6 ma1 ca1
煙霧彌漫,yen1 vu4 li2 man4
演藝道,yen1 ngi4 tau4
應邀赴宴,yin4 yau1 fu4 yen4
應用軟體,yin4 yung4 ngion1 ti3
凝膠體,ngien2 gau1 ti3
形質,hin2 zit5
凝聚態,ngien2 ci4 tai4
腰果雞丁,yau1 go3 gai1 den1
要講道理,yau4 gong3 tau4 li1
要攞去,yau4 lo3 hi4
旭龢道,hiuk5 fo2 tau4
用心險惡,yung4 sim1 hiam3 ok5
用户定義,yung4 fu4 tin4 ngi4
餘音繞梁,yi2 yim1 ngiau3 liong2
盂蘭勝會,yi2 lan2 sin4 fui4
