char,pron
兜尿,däu1 niu6
殊尿,sü4 niu6
瀨尿,lai4 niu6
抆屎,ming2 si2
抆屎窟,mäng2 si2 fäk2
短命,düng2 meng6
吊頸,diu1 geng2
跳河,tiu1 ho4
病死,beng6 si2
過身,gwo1 säng1
白事,bæk6 si6
棺材,gwung1 cöi4
壽板,säu6 bæng2
出喪,cäk2 song1
出殯,cäk2 bäng1
落葬,lok6 zong1
溪錢,käi1 cing4
仵作,ng6 zok2
棺材佬,gwung1 cöi4 läu2
炮仗,pau1 zöng2
連排,ling4 pai4
墳頭,fäng4 täu4
墓碑,mu6 bi1
拜山,bai1 sæng1
難頂,nang4 däng2
頂唔順,däng2 m4 säng6
發燒,fæk2 siu1
發冷,fæk2 læng1
發吽豆,fæk2 ngäu6 däu6
打冷震,da2 læng1 zäng1
感親,gam2 cäng1
扯蝦,ce2 ha1
咳嗽,käk2 säu1
攝親,sip2 cäng6
中暑,zung1 sü2
熱氣,ngik6 hi1
作嘔,zok2 äu2
結恭,gik2 gung2
屙屎唔出,o1 si2 m4 cäk2
疴肚仔,ngo6 du2 zäi2
喫滯,hek2 zäi6
頭暈,täu4 wäng4
抽筋,cäu1 gäng1
嚇驚,hæk2 geng1
喊驚,ham1 geng1
出麻,cäk2 ma2
出麻仔,cäk2 ma4 zäi2
發羊吊,fæk2 yöng4 diu2
中風,zung1 fung1
肺癆,fäi1 lu4
黃疸病,wong4 tæng2 beng6
熱痱,ngik6 fäi2
酒米,zäu2 mäi2
含膿,ham4 nung4
結焦,gik2 ziu1
臭狐,cäu1 fu4
小腸氣,siu2 cöng4 hi1
墨屎,mäk2 si2
雞皮,gäi1 pi4
發雞盲,fæk2 gäi1 mäng4
痲瘋,ma4 fung1
沙聲,sa1 seng1
醫病,yi1 beng6
打脈,da2 mäk6
把脈,ba2 mäk6
苦茶,fu2 ca4
藥單,yök6 dæng1
執藥,zäp2 yök6
執茶,zäp2 ca4
丸仔,yüng4 zäi2
藥散,yök6 sæng2
煲藥,bäu6 yök6
煲茶,bäu6 ca4
見效,ging6 hau6
起身,hi2 säng1
抹面,mæk2 ming6
洗面,säi2 ming6
梳頭,so1 täu4
剃鬚筍,täi1 fu4 su1
剃鬚,täi1 su1
磨頭,mo4 täu4
剃頭,täi1 täu4
返工,fæng1 gung1
收工,säu1 gung1
去歸,hü1 gwäi1
屙屎,o1 si2
屙尿,o1 niu6
屙屁,o1 pi1
放屁,fong1 pi1
洗身,säi2 säng1
抹身,mæk2 säng1
敨涼,täu2 löng4
稍涼,säu2 löng4
熱頭烘,ngik6 täu4 hung1
打牙交,da2 nga4 gau1
瞌眼睏,häp2 ngang1 fäng1
眯下,mi2 ha1
瞌一陣,häp2 yäk2 zäng2
打喊路,da2 ham1 lu1
打哈嗤,da2 häk2 ci4
鋪床,pu1 cong4
睏底,fäng1 däi1
睏覺,fäng1 gäu1
閂燈,sang1 däng1
睏著,fäng1 zök6
發夢,fæk2 mung6
發開口夢,fæk2 fui1 häu2 mung6
睏唔著,fäng1 m4 zök6
扯鼻鼾,ce2 bi6 fung4
打天眠,da2 ting6 ming6
打側睏,da2 zäk2 fäng1
扒頭瞓,pa4 täu4 fäng1
睏戾頸,fäng1 läi2 geng2
書館,sü1 gwäng2
學堂,hok6 tong2
書房,sü1 fong2
啟蒙,käi2 mung4
返學,fæng1 hok6
放學,fong1 hok6
書本,sü1 bung2
教書先生,gau1 sü1 sing1 sang1
學生,hok6 sæng2
第一名,däi6 yäk2 mäng4
孻尾,lai1 mi1
第尾,däi6 mi2
毛筆,mäu4 bäk2
墨水筆,mäk4 söi2 bäk2
鉛筆,yüng4 bäk2
筆筒,bäk2 tung2
撳釘,gäm6 deng2
信封,säng1 fung2
信紙,säng1 zi2
漿糊,zöng1 fu4
刀仔,däu1 zäi2
間尺,gæng1 cek2
擦紙膠,cæk2 zi2 gau1
擦膠,cæk2 gau1
橡筋,zöng6 gäng2
墨硯,mäk6 hing2
墨汁,mäk6 zäp2
墨水,mäk6 söi2
草書,zäu1 sü1
走學,zäu2 hok2
走堂,zäu2 tong4
考試,hau2 si1
考唔倒,hau2 m1 dau2
罰徛,fäk2 ki1
印鋻,yäng1 gam1
圖章,tu4 zöng1
襟章,käm1 zöng1
郵電局,yäu4 ding6 kuk2
郵局,yäu4 kuk2
士擔,si4 dam2
影畫戲,yäng2 wa2 hi1
對聯,döi1 lüng2
踢波,täk2 bo1
打韆鞦,da2 cing2 cäu2
放紙鷂,fong1 zi2 yiu2
講古,gong2 gu2
唱歌,cöng1 go1
唱歌仔,cöng1 go2 zäi2
銀雞,ngäng4 gäi1
啤啤,bi1 bi1
吹銀雞,cöi1 ngäng4 gäi1
吹簫,cöi1 siu1
吹笛,cöi1 dek2
捉棋,zuk2 ki4
拎牌,lip2 pai2
游水,yäu4 söi2
沕水,mi6 söi2
潛水,cim4 söi2
打水片,da2 söi2 ping2
識打功夫,säk2 da2 gung1 fu2
變把戲,bing1 ba2 hi1
變戲法,bing1 hi1 fak2
打關斗,da2 gwäng1 däu2
掃堂腿,säu1 dong4 töi2
耍盲雞,sa2 mæng4 gäi1
抓癢,au2 yöng2
跳飛機,tiu1 fi1 gi1
舞龍,mu1 lung4
拉二胡,lai6 ngi6 wu2
燒連排,siu1 ling4 pai4
燒炮仗,siu1 pau1 zong2
騎膊馬,ke4 bok2 ma1
倒豎蔥,däu2 sü6 cung2
鬼面殼,gwäi2 ming6 hok2
猜枚,cai1 mui2
執籌,zäp2 cäu2
磧年利市,zæk2 ning4 läi6 si6
利市,li6 si6
磧年利市,zæk2 ning4 li6 si6
擺酒,bai2 zäu2
做人情,zu6 yäng4 cäng4
收禮,säu1 läi1
多謝,do1 ze6
生保,sæng1 bäu2
生保人,sæng1 bäu2 hæk2
生保客,sæng1 bäu2 hæk2
請坐,ceng2 co1
客氣,hæk2 hi2
開始,fui1 ci2
入席,yäp6 zäk6
起菜,hi2 cöi1
斟酒,zäm1 zäu2
飲勝,yäm2 säng1
慢慢行,mang6 mang2 hang4
發嗑風,fæk2 ngäp2 fung1
招呼,ziu1 fu1
招待,ziu1 doi1
叩頭,käu1 täu4
叩首,käu1 säu2
打拱,da2 gung2
作揖,zok2 yäp2
風光,fung1 gwong1
充大頭鬼,cung1 dai6 täu4 gwäi2
爛醒,lang2 säng2
爛叻,lang2 lek2
冇面,mäu1 ming2
陀累,to4 löi6
難為你,næng4 wäi2 ni2
撞到,zong6 däu2
撞見,zong6 ging1
講話,gong2 wa6
傾計,käng1 gäi2
托大腳,to2 dai6 gök2
吩咐,fäng1 fu1
搭嘴,dap2 zöi2
插嘴,cap2 zöi2
死啦,si2 la1
死得啦,si2 däk2 la1
鬧爛口,nau6 læng6 häu2
講爛口,gong2 lang6 häu2
挨打,ngai4 da2
畀人打,bi2 yäng4 da2
嗌交,ai1 gau2
打交,da2 gau2
勸交,hüng1 gau1
幫住,bong1 zü2
唔錯,m4 co1
唔准,m4 zäng2
唆擺,so1 bai2
頂嘴,däng2 zöi2
駁嘴,bok2 zöi2
返歸,fang1 gwäi1
返鄉下,fang1 höng1 ha2
探親戚,tam1 cäm1 cäk2
唔得閒,m4 däk2 hæng4
得閒,däk2 hæng4
搞掂,gau2 dim6
行運,hæng4 wäng6
行衰運,hæng4 söi1 wäng6
鋪頭,pu1 täu2
鋪頭仔,pu1 täu4 zäi2
茶樓,ca4 läu4
茶居,ca4 gü2
客棧,hæk2 zæng2
擺檔,bai2 dong2
小販,siu2 fæng2
開張,fui1 zöng2
盤點,pung4 dim2
計數,gäi2 su1
執笠,zäp2 läp2
櫃台,gwäi6 töi2
櫃面,gwäi6 ming2
侍頭,si6 täu2
侍頭婆,si6 täu4 po4
伙記,fo2 gi1
師傅,si1 fu2
徒弟,tu4 däi2
人客,yäng4 hek2
講價,gong2 ga1
殺價,sæk2 ga1
還價,wæng4 ga1
減價,gam2 ga1
磧數,zæk2 su1
爭數,zæng1 su2
追債,zöi1 zai2
算盤,süng1 pung4
厘秤,li4 cäng1
皮費,pi4 fäi2
佮分,gap2 fäng2
銀紙,ngäng4 zi2
大銀,dai6 ngäng2
大紙,dai6 zi2
散紙,sæng2 zi2
利息,li6 säk2
蝕本,sik6 bung2
足秤,zuk2 cäng1
唔夠秤,m4 gäu1 cäng1
呃秤,ak2 cäng1
著數,zök6 su1
唔著數,m4 zök6 su1
車站,ce1 cam6
碼頭,ma1 täu4
渡頭,du6 täu4
行人路,hæng4 yäng4 lu6
馬路,ma1 lu6
私家車,si2 ga2 ce2
車仔,ce1 zäi2
客車,hak2 ce1
巴士,ba2 si2
單車,dæng2 ce2
黃包車,wong4 bau1 ce2
東洋車,dung1 yöng4 ce2
三輪車,sam1 läng2 ce1
單輪車,dæng1 läng2 ce1
車轆,ce2 luk2
火船,fo2 süng4
帆船,fæng4 süng4
艇仔,teng1 zai2
汽艇,hi1 teng1
竹簰,zuk2 pai4
滲水,säm1 söi2
飛機,fi1 gi1
搭客,dap2 hæk2
水腳,söi2 gök2
車飛,ce1 fi2
搭車,dap2 ce1
搭唔切車,dap2 m4 cik2 ce1
趕唔到車,gwung2 m4 däu2 ce2
暈車浪,wäng4 ce1 long6
揸車佬,za1 ce2 läu2
揸車,za1 ce2
擔高頭,dam1 gäu1 täu4
耷頭,däp2 täu4
耷低頭,däp2 däi1 täu4
點頭,dim2 täu4
擰頭,näng2 täu4
擰轉,näng6 täu4
擘大眼,mak2 dai1 ngæng2
眯埋眼,mi1 mai4 ngæng2
睜大眼,zäng1 dai1 ngæng2
睇住,täi2 zü6
磨利,mo4 li6
保頭,bäu2 täu4
上來,söng1 löi4
落去,lok6 hü1
唔見,m4 ging1
浸死,zäm1 si2
屈路,wäk2 lu6
兜路,däu2 lu6
氹氹轉,täm4 täm4 züng2
調換,diu6 wung6
調轉,diu4 züng2
輪流,läng4 läu2
輪住,läng4 zü6
屏埋,beng1 mai4
醃眼,yip2 ngæng1
以為,yi1 wäi4
覺得,gok2 däk2
掛住,kwa1 zü6
擔心,dam1 säm1
愁心,cäu1 säm1
怒氣,nu6 hi1
谷氣,guk2 hi1
委屈,wäi2 wäk2
小心,siu2 säm1
諗起,näm2 hi2
情願,cäng4 yüng6
寧願,näng4 yüng2
中意,zung1 yi1
唔中意,m4 zung1 yi1
眼紅,ngang1 hung4
眼赤,ngang1 ce2
心煩,säm1 fæng4
得戚,däk2 cäk2
唔記得,m4 gi1 däk2
埋怨,mai4 yüng2
思疑,wai4 yi4
傷心,söng1 sam2
高興,gäu1 häng1
唔捨得,m4 se2 däk2
心痛,säm1 dung1
陰涼,yäm1 löng4
好過,häu2 gwo1
晟眼,cang4 ngang1
攻鼻,gung1 bi6
刺耳,ci1 yi1
夾腳,gap6 gök2
肥膩,fi4 ni6
翳焗,ngäi1 kuk6
拮肉,gäk2 yuk6
圓揼朵,yüng4 däm4 dö4
穩陣,wäng2 zäng6
密麻麻,mäk6 ma4 ma4
厲害,li6 fui6
硬淨,ngæng6 zæng6
伶俐,läng4 li6
骯屎,äng2 si2
麻煩,ma4 fæng4
容易,yung4 yi6
好直,häu2 zäk6
直筆甩,zäk6 bäk2 läk2
好粗,häu2 cu1
好幼,häu2 yäu1
好滿,häu2 mung1
好拼,häu2 päng1
好薄,häu2 bok6
好皓,häu2 hau6
臭腥,cäu1 seng1
好嫩,häu2 nüng6
好腍,häu2 näm4
好痛,häu2 tung1
矮耷耷,äi2 däp2 däp2
肥騰騰,fi4 täng4 täng4
瘦蜢蜢,säu1 mæng2 mæng2
老壓壓,läu1 ngäk6 ngäk6
快脆,fai1 cöi1
慢吞吞,mæng6 täng4 täng4
好利,häu2 li6
熱辣辣,yik6 læk6 læk6
凍赤赤,dung1 zek2 zek2
凍喋喋,dung1 tik2 tik2
鮮紅,sing1 hung4
紅當當,hung4 dong2 dong1
黃金金,wong4 gäm4 gäm4
青綠,ceng1 luk6
青比比,ceng1 bi2 bi2
白嗮嗮,bæk6 sai1 sai1
白吞吞,bæk6 täng1 täng1
白雪雪,bæk6 sük2 sük2
黑聞聞,häk2 mäng4 mäng4
酸咪咪,süng1 mi2 mi2
甜耶耶,tim4 yai4 yai4
香噴噴,höng2 päng1 päng1
臭脝,cäu1 häng2
臭臊,cäu1 ou1
滑溜溜,wæk6 lük2 lük2
滑潺潺,wæk6 sang2 sang2
重沉沉,cung1 däm4 däm4
輕青青,heng1 ceng4 ceng4
燥乾,zau1 gwung1
濕吶吶,säp2 näp6 näp6
硬轟轟,ngang6 gwäng4 gwäng4
軟腍腍,yüng1 näm4 näm4
光滑,gwong6 wak6
滑律律,wak6 lük2 lük2
十五,säp6 ng1
二十二,ngi6 säp6 ngi6
廿二,ngip6 ngi6
三十三,sam1 säp6 sam1
百一,bæk2 yäk2
一百一十一,yäk2 bæk2 yäk2 säp6 yäk2
二百五,ngi6 bæk2 ng1
三四個人,sam6 si6 go1 yäng4
十幾個,säp6 gi2 go1
成個,seng4 go1
兩斤,löng1 gäng1
二兩,ngi6 löng2
兩斤二,löng1 gäng1 ngi6
兩尺,löng1 cek2
斤半,gäng1 bung1
一苲長,yäk2 za6 cöng4
一抩長,yäk2 ngam1 cöng4
一抩,yäk2 nam1
銀錢,ngäng4 cing2
毫子,häu4 zi2
仙士,sing2 si2
我哋,ngo4 di2
你哋,ni1 yäng4
你人,ni1 di6
佢哋,kü4 di2
佢人,kü2 yäng4
邊個,bing2 go2
阿誰,a1 söi4
哪誰,nai4 söi4
人囉,yäng4 lo2
大家,dai6 ga1
自己,zi6 gi2
我嘅,ngo1 ge1
你嘅,ni1 ge1
佢嘅,kü4 ge1
我哋嘅,ngo4 di2 ge1
你人嘅,ni1 yäng4 ge1
佢人嘅,kü2 yäng4 ge1
那誰嘅,nai4 söi4 ge1
呢個,ni2 go1
嗰個,go2 go1
選個,süng2 go1
呢滴,ni2 di2
嗰滴,go2 di2
邊啲,bing2 di2
選啲,süng2 di2
一滴,yäk2 di2
呢頭,nge2 täu4
嗰頭,go2 täu4
選頭,süng2 täu4
呢邊,ne2 bing6
個邊,go2 bing6
選邊,süng2 bing6
點做,dim2 zu1
呢下,ne2 ha1
嗰陣,go2 zäng2
幾時,gi2 si4
幾耐,gi2 nöi2
幾多斤,gi2 do6 gäng1
第二頭,däi6 ngi6 täu4
第二滴,däi6 yi6 di2
四圍,si6 wäi4
咩嘢,mi2 ya2
點解,dim2 gai2
上下,söng6 ha6
啱啱,ngam2 ngam2
眨下眼,zam2 ha1 ngang1
不留,bäk2 läu2
經常,gäng1 söng4
快趣,fai1 cöi1
成日,seng4 yäk6
即刻,zäk2 häk2
陣間,zäng6 gang2
太過,tai1 gwo1
特別,däk6 bik6
有滴,yäu1 dik2
少少,siu2 siu2
共埋,gung6 mai4
好彩,hou2 cöi2
特只,däk6 zi2
橫掂,wæng4 dim6
淨係,zeng6 häi6
偏偏,ping1 ping1
一齊,yäk2 cäi4
一定,yäk2 däng6
唔係,m4 häi6
唔使,m4 säi2
唔好,m4 mäu2
忽然間,fäk2 ying4 gæng1
搏命,bok2 meng6
重加,zung6 ga1
約莫,yök2 mok2
爭滴,zæng2 dik2
直情,zäk6 cäng4
一早,yäk2 zou2
仲係,zung6 häi6
好似,hou2 ci1
連隨,ling4 cöi4
獨係,duk6 häi6
經已,gäng1 yi1
稍為,sau2 wäi4
臨時,läm4 si4
臨急,läm4 gäp2
真係,zäng6 häi6
先講,sing2 gong2
話唔定,wa6 m4 däng6
只要,zi2 yiu1
剩得,säng6 däk2
淨得,zäng6 däk2
照樣,ziu1 yöng2
則小,zäk2 siu2
自細,zi6 säi1
由得,yäu4 däk2
餓到死咯,ngo6 däu1 si2 lo1
餓死嘅,ngo6 si2 ge1
冷死咯,læng1 si2 lo1
冷到死,læng1 däu1 si2
冷死嘅,læng1 si2 ge1
攰死咯,gwui6 si2 lo1
攰到死,gwui6 däu1 si2
攰死嘅,gwui6 si2 ge1
磧死咯,zak2 si2 lo1
磧死嘅,zæk2 si2 ge1
咬死咯,ngau1 si2 lo1
咬到死,ngau1 däu1 si2
咬死嘅,ngau1 si2 ge1
高興死咯,gäu1 häng1 si2 lo1
高興到死,gäu1 häng1 däu1 si2
抄勻,cau1 wäng4
講好,gong2 häu2
講掂,gong2 dim6
做完,zou1 yüng4
辣得滯,næk6 däk2 zäi6
辣過頭,næk6 gwo1 täu4
爛囉,læng6 lo6
睇唔見,täi2 m4 ging1
睇唔到,täi2 m4 dau2
入唔到,yäp2 m4 däu2
出唔到,cäk2 m4 däu2
裝唔落,zong1 m4 lok6
頭唔痛,täu4 m4 tung1
俾佢估中,bi2 kü4 gu2 zung1
唔夠佢打,m4 gäu1 kü4 da2
打得過佢,da2 däk2 gwo1 kü4
敨唔到氣,täu2 m4 däu2 hi1
氹唔到我,täm1 m4 däu2 ng6
喊佢唔郁,ham1 kü4 m4 yuk2
得人鍾意,däk2 yäng4 zung1 yi1
乞人憎,häk2 yäng4 zäng1
返來,fæng1 löi4
返去,fæng1 hü1
慢慢行,mæng6 mæng2 hang4
俾我睇下,bi2 ngo1 täi2 ha1
好短繩仔,häu2 düng2 säng4 zäi2
彎彎牛角,wæng1 wæng1 ngäu4 gok2
一樣長繩仔,yäk2 yöng6 cöng4 säng4 zäi2
淨係愛滴,zeng6 häi6 wui2 däk6
等陣佢就來,däng2 zäng6 kü1 zäu6 loi4
俾本書佢,bi2 bung2 sü1 kü4
畀多滴得唔得,bi2 do2 däk6 däk2 m4 däk2
寫過,se2 gwo1
沖過壺,cung2 gwo2 fu4
畀佢喫先,bi2 kü4 hek2 sing1
你行先,ni1 hæng4 sing2
吃多碗,hek2 do2 wung2
坐多陣間,co1 do2 zäng6 gæng2
㧡唔㧡得起,kai1 m4 kai1 däk2 hi2
㧡得起,kai1 däk2 hi2
來唔來得,löi4 m4 löi4 däk2
有冇去佢屋企,yäu1 mäu1 hü1 kü4 uk2 ki2
有去,yäu1 hü1
唔飲得酒,m4 yäm2 däk2 zäu2
唔坐得耐,m4 co1 däk2 noi6
出茅落緊雨,zäk2 mäu2 lok6 gäng2 yü1
坐頭喫,co2 täu4 hek2
門打開,mung4 da2 fui1
徛頭唔好郁,ki2 däu4 m4 häu2 yuk2
唔好插嘴等佢講落去,m4 häu2 cap2 zü2 däng2 gi4 gong2 lok6 hü1
發爐先,fæk2 lu2 sing1
發定爐,fæk2 däng6 lu2
我去過廣州又去過上海,ngo1 hü1 gwo1 gwong2 zäu1 yäu6 hü1 gwo1 söng6 fui1
我講過佢聽,ngo1 gong2 gwo1 kü4 teng1
花開好兩朵,fui1 zo2 löng1 do2 fa1
吃飽飯先講,hek2 bau2 fæng6 sing2 gong2
閂埋門先,sang1 mai4 mung4 sing2
擰緊個蓋,läng2 gäng2 go1 goi1
吃埋飯佢,hek2 mai4 fæng6 kü4
唔好打爛我個碗,m4 häu2 da2 læng1 ngo1 go1 wung2
去睇戲囉,hü1 täi2 hi1 lo1
走去睇戲,zäu2 hü1 däi2 hi1
我大過佢,ngo1 dai6 gwo1 kü4
我大佢一歲,ngo1 dai6 kü4 yäk2 söi1
我冇佢咁大,ngo1 mäu1 kü4 gäm1 dai6
兩個一樣高,löng1 go1 yäk2 yöng6 gäu1
講講下就哭,gong2 gong2 ha1 zäu6 huk2
佢係都話去,kü4 häi6 du2 wa6 hü1
一下,yäk2 ha1
一年半載,yäk2 ning4 bung1 zöi2
一暴十寒,yäk2 buk6 säp6 fung4
一條縫,yäk2 tiu4 fung6
一蹶不振,yäk2 kük2 bäk2 zäng1
丈八金剛,zöng6 bæk2 gäm1 gong1
丈夫,zöng6 fu1
三分之一,sam1 fäng6 zi1 yäk2
三更,sam1 gæng1
上去,söng1 hü1
上等,söng6 däng2
上鍊,söng1 ling6
丞相,säng4 söng1
中華,zung1 wa4
中間,zung1 gæng1
中鵠,zung1 guk2
乘涼,säng4 löng4
乜介,mäk2 gai1
乾隆,king4 lung4
互相,wu6 söng1
交易,gau1 yäk6
交錯,gau1 cok2
人參,yäng4 säm1
人影幢幢,yäng4 yäng2 cong4 cong4
人質,yäng4 zi1
今朝,gäm1 ziu1
仔細,zi2 säi1
仗義,zöng6 yi6
伴隨,bung6 cöi4
住得近,zü6 däk2 käng1
作為,zok2 wäi4
依傍,yi1 bong6
便利,bing6 li6
便宜,ping4 yi4
倒垃圾,däu2 lap6 sap2
倒後,däu1 häu6
倭寇,wo1 käu1
倭遲,wäi1 ci4
假期,ga1 ki4
做禡,zu6 nga4
傀儡,fai1 löi1
傀奇,gwäi1 ki4
傍晚,bong6 mæng1
傳播,cüng4 bo1
傳記,züng6 gi1
傾斜,käng1 ce4
僕射,buk6 ye6
僮族,zong6 zuk6
兩個,löng1 go1
凝聚,yäng4 zü6
凹陷,näp2 ham6
分辨,fäng1 bing6
判斷,pung1 düng1
到齊,däu1 cäi4
刺探,ci1 tam1
刺激,ci1 gäk2
刻圖章,hæk2 tu4 zöng1
刻意,häk2 yi1
剡溪,sim6 käi1
剡章,yim2 zöng1
剩餘,säng6 yü4
力量,läk6 löng6
劻勷,hong1 yöng4
勇士,yung2 si6
勉強,ming1 köng1
半鹹淡,bung1 ham4 tam1
即使,zik2 si2
原告,yüng4 gäu1
厭惡,yim1 wu1
參加,cam1 ga1
反省,fæng2 säng2
句讀,gü1 däu6
可惜,ho2 säk2
叱吒,cäk2 cak2
吃吃,hek2 hek2
否定,fäu2 däng6
否極泰來,pi2 gik6 tai1 löi4
呢喃,ni4 nam4
呱呱叫,gwa1 gwa1 giu1
咀嚼,zöi2 zök2
咁樣,gäm2 yöng6
和尚,wo4 söng6
咯咯叫,lok2 lok2 giu1
咽喉,ying1 häu4
品行,bäng2 häng6
品質,bäng2 zäk2
哪吒,na4 za1
哪裏,na1 li1
唔使客氣,m4 säi2 hæk2 hi1
唔曾,m4 ceng4
唱和,cöng1 wo6
商賈,söng1 gwu2
商量,söng1 löng4
啤牌,pe1 pai4
啤酒,be1 zäu2
喁喁私語,yung4 yung4 si1 yü1
喇嘛,la1 ma4
嗚咽,wu1 yik2
嘍囉,läu4 lo4
嘍狗,läu1 gäu2
嘽嘽,tæng1 tæng1
嚇一驚,hæk2 yäk2 geng1
嚼碎,ziu6 söi1
困難,kwäng1 næng4
在家,cöi1 ga1
在意,zöi6 yi1
埋沒,mai4 muk6
培塿,pui4 läu1
塞滿,säk2 mung1
塞翁失馬,cöi1 yung1 säk2 ma1
墊牌,ding6 pai4
墊頭,zing1 täu4
壓等,æk2 däng2
多少,do1 siu2
大使館,dai6 si1 gwung2
大嶼山,dai6 yü4 sæng1
大石磧死蟹,dai6 sek6 zæk2 si2 hai1
大聲,dai6 säng1
大話,dai6 wa6
大阪,dai6 bæng2
夭閼,yiu1 æk2
女人,nü1 yäng4
好動,häu1 dung6
好壞,häu2 wai6
如松之盛,yü4 cung4 zi1 säng6
委蛇,wäi2 yi4
子女,zi2 nü1
存在,cüng4 zöi6
學校,hok6 hau6
學生,hok6 sæng1
家屬,ga1 suk6
射箭,se6 zing1
少年,siu1 ning4
尿片,niu6 ping2
屋頂,uk2 deng2
屏山,peng4 sæng1
屏息,bäng2 säk2
屏風,päng4 fung1
屢見不鮮,lü1 ging1 bäk2 sing2
屬意,zuk2 yi1
島嶼,däu2 zü6
峽崥,hap6 bi2
嶺南,läng1 nam4
差別,ca1 bik6
平常,päng4 söng4
平貨,peng4 fo1
幽靈,yäu1 läng4
底下,däi2 ha6
度高,dok6 gäu1
廣東省,gwong2 dung1 sæng2
引吭高歌,yäng1 hong4 gäu1 go1
強壯,köng4 zong1
彈琴,tæng4 käm4
從兄弟,zung6 häng1 däi6
從容,sung1 yung4
從此,cung4 ci2
徼倖,hiu1 häng6
徼巡,giu1 cäng4
心廣體胖,säm1 gwong2 täi2 pung4
忠告,zung1 guk2
快樂,fai1 lok6
恁久呀,yäm6 gäu2 a4
惜別,säk2 bik6
惡人,ok2 yäng4
愚戇,yü4 zong1
感覺,gäm2 gok2
成功,säng4 gung1
戰爭,zing1 zäng1
手背,säu2 bui1
扢搭,ngäk6 dap2
投降,täu4 hong4
拚命,pung1 mäng6
捩琵琶,läi6 pi4 pa4
掊挖,päu4 wæk2
排毒,pai4 duk6
掣後腳,cik2 häu6 gök2
掣肘,zäi1 zau2
掩映,yim2 yöng2
揲法,sik6 fæk2
揲貫萬物,dip6 gwung1 mæng6 mäk6
摟抱,läu1 päu1
摽搒,biu1 bong2
撣族,sing6 zuk6
收聽,säu1 teng1
散播,sæng1 bo1
敬業樂業,gäng1 yip6 ngau6 yip6
斜布,ce4 bu1
新鮮,säng1 sing1
斷章取義,düng6 zöng1 cü2 yi6
日暈,yäk6 wäng6
旺盛,wong6 säng6
映照,yäng2 ziu1
晦暝,fui1 mäng4
暈厥,wäng4 kük2
暴力,bäu6 läk6
更加,gäng1 ga1
更換,gäng1 wung6
書僮,sü1 tung4
朝廷,ciu4 täng4
未曾,mi6 cäng4
東莞,dung1 gwung2
校對,gau1 döi1
核准,häk6 zäng2
桑椹,song1 säm6
棉被,ming4 pi1
楷書,gai1 sü1
樓上,läu4 söng6
檻羊,ham1 yöng4
毒藥,duk6 yök6
汀九,däng1 gäu2
汀洲,täng1 zäu1
決眥,kük2 zi6
汽車,hi1 ce1
沒收,muk6 säu1
沒水,mi6 söi2
沮喪,zü2 song1
沮誦,zü1 zung6
河瀝,ho4 läk2
泓噌,wäng4 zäng1
泡沫,päu1 muk6
泡菜,pau1 cöi1
洗腎,säi2 säng6
活塞,wuk6 säk2
海幢寺,fui2 tung4 zi6
淜滂,päng4 pong4
淡水,dam6 söi2
淡泊,dam6 bok6
淵藪,yüng1 säu2
測度,cäk2 dok6
湊伴,cäu1 pung1
湫底,cäu1 däi2
湫水河,zäu1 söi2 ho4
溫度,wäng1 du6
滄溟,cong1 mäng4
潦草,liu4 cäu2
澠池,mäng1 ci4
瀝源,läk2 yüng4
為己為人,wäi6 gi2 wäi6 yäng4
無稽,mu4 käi1
燈泡,däng1 pau1
爭執,zäng1 zäp2
爭氣,zæng1 hi1
片糖,ping1 tong4
犍牛,ging1 ngäu4
狗仔,gäu2 zäi2
狼藉,long4 zäk6
玩耍,wæng4 sa2
瓠子,wu6 zi2
瓠蘆,wu4 lu4
甌窶,äu1 läu4
生命,säng1 mäng6
生日,sæng1 yäk6
用剩,yung6 zäng6
甫里,pu2 li1
番禺,pung1 yü4
番茄,fæng1 kö4
畫家,wa6 ga1
畫眉,wa6 mi4
畫符,wæk6 fu4
癩痢,læk2 li6
癩瘡,lai1 cong1
白薟,bæk6 lim4
百褶裙,bæk2 zip2 kwäng4
的士,däk2 si2
盛一桶水,säng4 yäk2 tung2 söi2
相撲,söng1 pok2
真假,zäng1 ga2
着手,zök6 säu2
睡覺,söi6 gau1
瞭望,liu4 mong6
知己,zi1 gi2
知識,zi1 säk2
石磧州,sek6 zäk2 zäu1
砒霜,pi1 söng1
磨刀,mo4 däu1
磨豆腐,mo6 däu6 fu6
神祇,säng4 ki4
禪宗,sim4 zung1
禪讓,sing4 yöng6
稔灣,nim1 wæng1
稔熟,näm1 suk6
種植,zung1 zäk6
種類,zung2 löi6
稽首,käi2 säu2
笑咪咪,siu1 mi1 mi1
箠杖,cöi4 zöng6
簿記,bu6 gi1
粉嶺,fäng2 leng1
粘貼,nim4 tip2
經濟,gäng1 zäi1
綢繆,cäu4 mäu4
縫紉,fung4 yäng6
羅經,lo4 gæng1
老人,läu1 yäng4
耕耘,gäng1 wäng4
聲明,säng1 mäng4
聽到,teng1 däu1
聽天由命,täng1 ting1 yäu4 mäng6
肥胖,fi4 bung6
肥腯腯,fi4 täng4 täng4
胍肫,gwu1 zäng1
脊椎,zek2 zöi1
腥風血雨,säng1 fung1 hük2 yü1
膴仕,mu1 si6
膻中,dæng6 zung1
自由行,zi6 yäu4 häng4
